100	 1000	 9.881000e-05	 10921.570000	 9901	 12589	
100	 1100	 1.022700e-04	 12289.250000	 11055	 15227	
100	 1200	 8.122000e-05	 13660.170000	 12291	 17512	
100	 1300	 6.829000e-05	 14979.930000	 13300	 16993	
100	 1400	 7.478000e-05	 16511.450000	 14922	 20144	
100	 1500	 8.856000e-05	 17641.630000	 15764	 21086	
100	 1600	 8.624000e-05	 18998.480000	 16864	 21099	
100	 1700	 1.018900e-04	 20482.970000	 18877	 22873	
100	 1800	 1.028600e-04	 21698.230000	 19831	 26627	
100	 1900	 1.067600e-04	 22980.800000	 20901	 26912	
100	 2000	 1.116100e-04	 24474.430000	 22324	 27323	
100	 2100	 1.186300e-04	 26227.860000	 23244	 29549	
100	 2200	 1.296600e-04	 27533.800000	 25288	 30320	
100	 2300	 1.409200e-04	 29014.250000	 26666	 34173	
100	 2400	 1.454100e-04	 30435.560000	 27313	 34733	
100	 2500	 1.491200e-04	 31915.310000	 29252	 39647	
100	 2600	 1.510900e-04	 33613.920000	 30737	 42422	
100	 2700	 1.594700e-04	 35058.210000	 32024	 40135	
100	 2800	 1.683800e-04	 36468.750000	 32695	 41362	
100	 2900	 1.716500e-04	 37999.080000	 34488	 43112	
100	 3000	 1.658700e-04	 39300.700000	 36001	 46264	
100	 3100	 1.885100e-04	 40595.310000	 37347	 47427	
100	 3200	 1.921200e-04	 42580.120000	 38839	 50122	
100	 3300	 1.988000e-04	 44148.650000	 40057	 53189	
100	 3400	 2.019200e-04	 45634.610000	 41693	 50297	
100	 3500	 2.096700e-04	 46931.520000	 42951	 54675	
100	 3600	 2.163800e-04	 48877.130000	 44506	 55603	
100	 3700	 2.242000e-04	 50556.790000	 45705	 57142	
100	 3800	 2.322600e-04	 51328.440000	 46998	 58206	
100	 3900	 2.329800e-04	 53174.760000	 48708	 61190	
100	 4000	 2.409300e-04	 54980.190000	 49510	 62656	
100	 4100	 2.450900e-04	 56368.760000	 51657	 63417	
100	 4200	 2.531600e-04	 57995.600000	 53873	 66609	
100	 4300	 2.640600e-04	 60146.810000	 55380	 69320	
100	 4400	 2.634000e-04	 61713.720000	 56099	 72160	
100	 4500	 2.702300e-04	 62947.850000	 57798	 71865	
100	 4600	 2.762400e-04	 64536.480000	 58025	 72732	
100	 4700	 2.838700e-04	 65934.260000	 61347	 77326	
100	 4800	 2.882600e-04	 67375.370000	 62317	 77515	
100	 4900	 2.982200e-04	 69763.160000	 63485	 81056	
100	 5000	 3.095300e-04	 71249.890000	 64742	 82376	
100	 5100	 3.061300e-04	 72626.100000	 67513	 81434	
100	 5200	 3.158400e-04	 74197.850000	 67841	 88595	
100	 5300	 3.172500e-04	 75579.850000	 70395	 87658	
100	 5400	 3.308800e-04	 76428.660000	 70536	 88519	
100	 5500	 3.360600e-04	 78754.530000	 73631	 86491	
100	 5600	 3.406400e-04	 81298.390000	 74034	 104839	
100	 5700	 3.492100e-04	 82886.190000	 76246	 101947	
