100	 1000	 2.374100e-04	 8708.540000	 8662	 8761	
100	 1100	 1.164200e-04	 9739.600000	 9693	 9788	
100	 1200	 9.170000e-05	 10785.140000	 10738	 10850	
100	 1300	 8.918000e-05	 11835.760000	 11772	 11885	
100	 1400	 9.881000e-05	 12897.230000	 12841	 12939	
100	 1500	 9.865000e-05	 13959.350000	 13908	 14002	
100	 1600	 1.051800e-04	 15038.280000	 14983	 15098	
100	 1700	 1.134300e-04	 16127.450000	 16053	 16180	
100	 1800	 1.159900e-04	 17217.480000	 17138	 17278	
100	 1900	 1.262100e-04	 18313.060000	 18260	 18386	
100	 2000	 1.361000e-04	 19410.950000	 19351	 19489	
100	 2100	 1.388000e-04	 20535.310000	 20467	 20589	
100	 2200	 1.477800e-04	 21671.600000	 21612	 21760	
100	 2300	 1.530100e-04	 22820.070000	 22732	 22882	
100	 2400	 1.605200e-04	 23966.090000	 23892	 24031	
100	 2500	 1.682400e-04	 25113.150000	 25027	 25185	
100	 2600	 1.742200e-04	 26263.240000	 26187	 26342	
100	 2700	 1.849800e-04	 27429.930000	 27349	 27522	
100	 2800	 1.911000e-04	 28588.560000	 28516	 28677	
100	 2900	 1.964200e-04	 29750.880000	 29667	 29840	
100	 3000	 2.027100e-04	 30922.440000	 30844	 30996	
100	 3100	 2.131500e-04	 32092.650000	 32014	 32170	
100	 3200	 2.180400e-04	 33274.510000	 33175	 33376	
100	 3300	 2.266300e-04	 34469.200000	 34408	 34548	
100	 3400	 2.351200e-04	 35650.750000	 35554	 35739	
100	 3500	 2.436500e-04	 36841.070000	 36762	 36924	
100	 3600	 2.500500e-04	 38036.500000	 37953	 38120	
100	 3700	 2.596100e-04	 39226.980000	 39159	 39316	
100	 3800	 2.657700e-04	 40421.710000	 40347	 40501	
100	 3900	 2.774500e-04	 41618.830000	 41524	 41695	
100	 4000	 2.816900e-04	 42818.100000	 42740	 42889	
100	 4100	 2.898800e-04	 44022.710000	 43953	 44096	
100	 4200	 3.048100e-04	 45260.820000	 45181	 45377	
100	 4300	 3.072800e-04	 46501.730000	 46381	 46593	
100	 4400	 3.208300e-04	 47750.020000	 47689	 47843	
100	 4500	 3.506100e-04	 48991.250000	 48920	 49068	
100	 4600	 3.379600e-04	 50237.010000	 50136	 50324	
100	 4700	 3.423700e-04	 51473.680000	 51389	 51563	
100	 4800	 3.799300e-04	 52725.170000	 52612	 52835	
100	 4900	 3.558400e-04	 53973.650000	 53898	 54047	
100	 5000	 3.560100e-04	 55232.930000	 55129	 55377	
100	 5100	 3.645800e-04	 56476.870000	 56375	 56559	
100	 5200	 3.855900e-04	 57742.430000	 57635	 57815	
100	 5300	 3.909700e-04	 58992.190000	 58887	 59126	
100	 5400	 3.907400e-04	 60256.830000	 60149	 60370	
100	 5500	 3.978100e-04	 61516.940000	 61405	 61629	
100	 5600	 4.071200e-04	 62783.700000	 62645	 62879	
100	 5700	 4.160400e-04	 64044.700000	 63896	 64135	
100	 5800	 4.199900e-04	 65301.060000	 65215	 65422	
100	 5900	 4.286000e-04	 66571.060000	 66478	 66674	
100	 6000	 4.468800e-04	 67837.400000	 67748	 67946	
100	 6100	 4.512700e-04	 69117.700000	 68986	 69242	
100	 6200	 4.497000e-04	 70388.390000	 70268	 70495	
100	 6300	 4.573000e-04	 71668.850000	 71549	 71763	
100	 6400	 4.750300e-04	 72946.780000	 72834	 73060	
100	 6500	 4.740600e-04	 74231.790000	 74084	 74351	
100	 6600	 4.817300e-04	 75521.570000	 75408	 75618	
100	 6700	 4.885100e-04	 76812.630000	 76702	 76932	
100	 6800	 5.002000e-04	 78105.790000	 77985	 78244	
100	 6900	 5.047300e-04	 79390.830000	 79284	 79508	
